Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,total_sales_computed,release_year
Mercury Meltdown,PSP,Action,Ignition Entertainment,Ignition Banbury,7.3,0.06,0.05,0.0,0.0,0.01,2006-10-03,,0.060000000000000005,2006.0
Styx: Shards of Darkness,XOne,Action,Focus Home Interactive,Cyanide Studio,7.3,0.06,0.05,0.0,0.0,0.01,2017-03-14,2018-01-06,0.060000000000000005,2017.0
Warriors: Legends of Troy,X360,Action,Tecmo Koei,Tecmo Koei Canada,7.3,0.06,0.0,0.01,0.04,0.0,2011-12-30,,0.05,2011.0
Challenge Me: Brain Puzzles 2,Wii,Puzzle,O-Games,O Games,7.3,0.06,0.0,0.0,0.05,0.0,2010-10-26,,0.05,2010.0
Zendoku,DS,Puzzle,Eidos Interactive,Zoonami Ltd.,7.3,0.06,0.05,0.0,0.0,0.0,2007-06-26,,0.05,2007.0
Mighty Beanz: Pocket Puzzles,GBA,Puzzle,Majesco,Radius9,7.3,0.06,0.04,0.0,0.01,0.0,2004-06-07,,0.05,2004.0
Roogoo Twisted Towers,Wii,Puzzle,SouthPeak Interactive,SpiderMonk,7.3,0.06,0.05,0.0,0.0,0.0,2009-06-30,,0.05,2009.0
Jewel Link Chronicles: Mountains of Madness,DS,Puzzle,Unknown,Avanquest Software,7.3,0.06,0.0,0.0,0.05,0.01,2012-02-08,,0.060000000000000005,2012.0
3D Lemmings,PS,Puzzle,Psygnosis,Clockwork Games,7.0,0.06,0.03,0.0,0.02,0.0,1995-11-01,,0.05,1995.0
Ivy the Kiwi?,Wii,Puzzle,Xseed Games,PROPE,7.5,0.06,0.04,0.0,0.02,0.0,2010-08-24,,0.06,2010.0
Dig Dug: Digging Strike,DS,Puzzle,Namco,Namco,7.3,0.06,0.05,0.0,0.0,0.0,2005-10-18,,0.05,2005.0
Kurupoto Cool Cool Stars,DS,Action,UFO Interactive,Starfish SD,7.3,0.06,0.06,0.0,0.0,0.0,2007-10-07,,0.06,2007.0
Luminous Arc Infinity,PSV,Action,Marvel Entertainment,Xseed Games,7.3,0.06,0.0,0.06,0.0,0.0,2015-08-06,2018-09-22,0.06,2015.0
Ittle Dew 2+,NS,Action,Nicalis,Ludosity AB,7.3,0.06,0.06,0.0,0.0,0.01,2017-11-14,2019-02-16,0.06999999999999999,2017.0
Dynasty Warriors Vs,3DS,Action,KOEI,Koei,7.3,0.06,0.0,0.06,0.0,0.0,2012-03-15,,0.06,2012.0
Girls und Panzer: Dream Tank Match,PS4,Action,Bandai Namco Games,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2018-02-22,2018-01-16,0.06,2018.0
Tonka Rescue Patrol,GC,Action,TDK Mediactive,TDK Mediactive,7.3,0.06,0.05,0.0,0.01,0.0,2003-11-18,,0.060000000000000005,2003.0
Generator Rex: Agent of Providence,X360,Action,Activision,Virtuos,7.3,0.06,0.05,0.0,0.01,0.01,2011-11-01,2019-01-15,0.07,2011.0
Kamen Rider: Battride War Genesis,PSV,Action,Namco Bandai Games,Unknown,7.3,0.06,0.0,0.06,0.0,0.0,2016-02-25,,0.06,2016.0
The Great Escape,XB,Action,Gotham Games,Pivotal Games,7.3,0.06,0.05,0.0,0.01,0.0,2008-07-23,,0.060000000000000005,2008.0
Cartoon Network: Battle Crashers,XOne,Action,GameMill Entertainment,Magic Pockets,7.3,0.06,0.05,0.0,0.01,0.01,2016-11-08,2020-09-25,0.07,2016.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,Action,Ubisoft,Ubisoft,7.3,0.06,0.05,0.0,0.02,0.0,2004-03-24,,0.07,2004.0
Mystic Heroes,PS2,Action,KOEI,Koei,7.3,0.06,0.03,0.0,0.02,0.01,2002-11-24,,0.060000000000000005,2002.0
Kamen Rider Kabuto,PS2,Action,Namco Bandai,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2006-11-30,,0.06,2006.0
One Piece: Pirate Warriors 3 - Deluxe Edition,NS,Action,Bandai Namco Entertainment,Omega Force,8.5,0.06,0.0,0.05,0.01,0.0,2018-05-11,2019-02-20,0.060000000000000005,2018.0
Viewtiful Joe: Red Hot Rumble,GC,Action,Capcom,Clover Studio,6.2,0.06,0.04,0.0,0.01,0.0,2005-11-08,,0.05,2005.0
Sine Mora EX,PS4,Action,THQ Nordic,Digital Reality,7.3,0.06,0.03,0.0,0.01,0.01,2017-08-08,2018-08-15,0.05,2017.0
Cardfight!! Vanguard G: Stride to Victory!!,3DS,Strategy,FuRyu Corporation,FuRyu,7.3,0.06,0.0,0.06,0.0,0.0,2016-01-14,2018-08-04,0.06,2016.0
Zoo Tycoon: Complete Collection,PC,Strategy,Microsoft Game Studios,Blue Fang Games,7.3,0.06,0.03,0.0,0.02,0.01,2003-08-11,,0.060000000000000005,2003.0
Men of War: Assault Squad,PC,Strategy,1C Company,Digitalmindsoft,8.0,0.06,0.01,0.0,0.04,0.01,2011-02-25,2019-03-29,0.060000000000000005,2011.0
Syndicate,PC,Strategy,Electronic Arts,Bullfrog Productions,7.3,0.06,0.0,0.0,0.05,0.01,1993-01-01,,0.060000000000000005,1993.0
The Lord of the Rings: Aragorn's Quest,PS2,Action,Warner Bros. Interactive,TT Fusion,7.3,0.06,0.03,0.0,0.02,0.01,2010-09-14,,0.060000000000000005,2010.0
BattleBots: Beyond the BattleBox,GBA,Action,Majesco,Cave Barn Studios,5.8,0.06,0.04,0.0,0.01,0.0,2002-12-10,,0.05,2002.0
Harry Potter and the Sorcerer's Stone,PC,Action,Electronic Arts,KnowWonder,7.3,0.06,0.01,0.0,0.04,0.01,2001-11-15,,0.060000000000000005,2001.0
Tiny Barbarian DX,NS,Action,Nicalis,Unknown,7.3,0.06,0.05,0.0,0.0,0.01,2017-10-10,2019-02-20,0.060000000000000005,2017.0
IHRA Professional Drag Racing 2005,XB,Racing,Bethesda Softworks,Bethesda Softworks,7.3,0.06,0.04,0.0,0.01,0.0,2004-11-08,,0.05,2004.0
Tokyo Xtreme Racer Advance,GBA,Racing,Crave Entertainment,David A. Palmer Productions,7.3,0.06,0.04,0.0,0.02,0.0,2005-04-20,,0.06,2005.0
DreamWorks Super Star Kartz,X360,Racing,Activision,Activision,7.3,0.06,0.05,0.0,0.01,0.01,2011-11-15,,0.07,2011.0
MX vs ATV Supercross Encore 2017 Track Edition,XOne,Racing,THQ Nordic,Rainbow Studios,7.3,0.06,0.05,0.0,0.0,0.01,2017-01-04,2018-06-27,0.060000000000000005,2017.0
Highway 2000,SAT,Racing,Natsume,Genki,7.3,0.06,0.0,0.06,0.0,0.0,1996-01-01,,0.06,1996.0
Cocoto Kart Racer,Wii,Racing,Conspiracy Entertainment,Neko Entertainment,7.3,0.06,0.06,0.0,0.0,0.0,2008-06-24,,0.06,2008.0
Chevrolet Camaro: Wild Ride,Wii,Racing,Storm City Games,Storm City Games,7.3,0.06,0.06,0.0,0.0,0.0,2010-10-30,,0.06,2010.0
MX vs ATV Supercross Encore 2017 Track Edition,PS4,Racing,THQ Nordic,Rainbow Studios,7.3,0.06,0.05,0.0,0.0,0.01,2017-01-04,2018-06-27,0.060000000000000005,2017.0
Mayhem 3D,PS3,Racing,Evolved Games,Zoo Games,7.3,0.06,0.05,0.0,0.0,0.01,2011-03-22,,0.060000000000000005,2011.0
F1 2015,PC,Racing,Codemasters,Codemasters Birmingham,7.3,0.06,0.0,0.0,0.06,0.0,2015-07-21,2018-05-23,0.06,2015.0
MotoGP 10/11,X360,Racing,Capcom,Monumental Games,6.0,0.06,0.0,0.0,0.05,0.01,2011-03-15,,0.060000000000000005,2011.0
Penny Racers,N64,Racing,THQ,Locomotive Games,7.3,0.06,0.05,0.0,0.01,0.0,1999-02-10,,0.060000000000000005,1999.0
Polaris SnoCross,N64,Racing,Vatical Entertainment,Vicarious Visions,7.3,0.06,0.05,0.0,0.01,0.0,2000-12-27,,0.060000000000000005,2000.0
S.C.A.R.S,N64,Racing,Ubisoft,Vivid Image,7.3,0.06,0.05,0.0,0.01,0.0,1998-12-04,,0.060000000000000005,1998.0
Monster Garage,XB,Racing,Activision,Invictus Games Ltd,7.3,0.06,0.05,0.0,0.01,0.0,2004-11-03,,0.060000000000000005,2004.0
Speed,Wii,Racing,Zoo Games,Team6 Game Studio,7.3,0.06,0.04,0.0,0.02,0.0,2010-04-20,,0.06,2010.0
Age of Empires III: The Asian Dynasties,PC,Strategy,Microsoft Game Studios,Big Huge Games,7.3,0.06,0.0,0.0,0.05,0.01,2007-10-23,,0.060000000000000005,2007.0
Cities XL 2012,PC,Strategy,Focus Home Interactive,Monte Cristo Multimedia,6.0,0.06,0.01,0.0,0.05,0.01,2011-10-20,,0.07,2011.0
Panzer Tactics DS,DS,Strategy,Conspiracy Entertainment,Sproing,7.3,0.06,0.06,0.0,0.0,0.0,2007-11-07,,0.06,2007.0
Nobunaga no Yabou: Souzou,PS4,Strategy,Tecmo Koei,Koei Tecmo Games,7.3,0.06,0.0,0.06,0.0,0.0,2014-02-22,2018-11-03,0.06,2014.0
"Warhammer 40,000: Squad Command",DS,Strategy,THQ,RedLynx,7.3,0.06,0.05,0.0,0.01,0.01,2007-12-17,,0.07,2007.0
Aven Colony,XOne,Strategy,Sold Out,Mothership Entertainment,7.3,0.06,0.06,0.0,0.0,0.01,2017-08-01,2018-06-25,0.06999999999999999,2017.0
Killer Loop,PS,Racing,Crave Entertainment,VCC Entertainment,7.3,0.06,0.03,0.0,0.02,0.0,1999-10-31,,0.05,1999.0
Ford Racing 3,GBA,Racing,"Destination Software, Inc",Visual Impact,7.3,0.06,0.04,0.0,0.02,0.0,2005-11-03,,0.06,2005.0
Adventures of Lolo,NES,Puzzle,HAL Laboratory,HAL Laboratory,7.3,0.06,0.06,0.0,0.0,0.0,1989-04-01,,0.06,1989.0
Yuugen Gaisha Brave Company,3DS,Strategy,Namco Bandai,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2011-10-27,,0.06,2011.0
MX vs. ATV Supercross,X360,Racing,Nordic Games,Rainbow Studios,7.3,0.06,0.03,0.0,0.02,0.01,2014-10-28,2018-04-17,0.060000000000000005,2014.0
Biker Mice From Mars,PS2,Racing,Game Factory,Creat Studio,7.3,0.06,0.03,0.0,0.02,0.01,2007-06-05,,0.060000000000000005,2007.0
MotoGP,GBA,Racing,THQ,Visual Impact,7.3,0.06,0.04,0.0,0.01,0.0,2002-03-08,,0.05,2002.0
Choro Q Marine: Q Boat,PS,Racing,Takara,Takara,7.3,0.06,0.0,0.05,0.0,0.0,1998-06-25,,0.05,1998.0
Imagine: Resort Owner,DS,Strategy,Ubisoft,Ubisoft,7.3,0.06,0.05,0.0,0.0,0.0,2010-10-26,,0.05,2010.0
Worms 3D,XB,Strategy,Sega,Team17 Software,7.3,0.06,0.04,0.0,0.01,0.0,2005-03-01,,0.05,2005.0
Arslan: The Warriors of Legend,PS3,Action,Tecmo Koei,Koei Tecmo Games,7.3,0.06,0.0,0.06,0.0,0.0,2016-02-09,2018-07-31,0.06,2016.0
Deformers,PS4,Action,Ready at Dawn,Ready at Dawn,7.3,0.06,0.05,0.0,0.0,0.01,2017-04-21,,0.060000000000000005,2017.0
Tsumiki: Block Drop Mania,DS,Action,SouthPeak Interactive,RED Entertainment,7.3,0.06,0.05,0.0,0.0,0.01,2011-11-18,,0.060000000000000005,2011.0
Magi: Aratanaru Sekai,3DS,Action,Namco Bandai Games,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2014-02-14,2019-01-03,0.06,2014.0
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,PSV,Action,Aksys Games,"Chunsoft Co., Ltd.",7.3,0.06,0.01,0.04,0.0,0.01,2016-07-26,2018-09-22,0.060000000000000005,2016.0
Neon Genesis Evangelion,N64,Action,Bandai,Bandai,5.6,0.06,0.0,0.06,0.0,0.0,1999-06-25,,0.06,1999.0
The Saboteur,PC,Action,Electronic Arts,Pandemic Studios,7.1,0.06,0.0,0.0,0.05,0.01,2009-12-08,,0.060000000000000005,2009.0
Gal Gun: Double Peace,PSV,Action,PQube,Inti Creates,7.3,0.06,0.0,0.01,0.03,0.01,2016-08-02,2018-03-04,0.05,2016.0
Brave: A Warrior's Tale,Wii,Action,SouthPeak Interactive,Collision Studios,4.7,0.06,0.05,0.0,0.0,0.0,2009-08-04,,0.05,2009.0
Broken Helix,PS,Action,Konami,Konami,7.3,0.06,0.03,0.0,0.02,0.0,1997-05-29,,0.05,1997.0
Okami HD,XOne,Action,Capcom,Clover Studio,7.3,0.06,0.05,0.0,0.0,0.01,2017-12-12,2018-02-07,0.060000000000000005,2017.0
Vampire Rain: Altered Species,PS3,Action,Ignition Entertainment,Artoon,3.5,0.06,0.05,0.0,0.0,0.01,2008-09-02,,0.060000000000000005,2008.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Action,Konami,Konami,7.3,0.06,0.05,0.0,0.0,0.0,2005-11-01,,0.05,2005.0
Jumper: Griffin's Story,X360,Action,Brash Entertainment,RedTribe Studios,7.3,0.06,0.05,0.0,0.0,0.0,2008-02-12,,0.05,2008.0
Resident Evil - Code: Veronica X,GC,Action,Capcom,Capcom,5.6,0.06,0.05,0.0,0.01,0.0,2003-12-03,,0.060000000000000005,2003.0
Trapt,PS2,Action,Tecmo,Paon Corporation,7.3,0.06,0.03,0.0,0.02,0.01,2005-11-01,,0.060000000000000005,2005.0
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,Action,Capcom,Capcom,5.6,0.06,0.05,0.0,0.02,0.0,2003-11-12,,0.07,2003.0
Ikki Tousen: Xross Impact,PSP,Action,Marvelous Interactive,Marvelous Interactive,7.3,0.06,0.0,0.06,0.0,0.0,2010-04-28,,0.06,2010.0
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,Action,Namco Bandai,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2007-09-27,,0.06,2007.0
Ys vs. Sora no Kiseki: Alternative Saga,PSP,Action,Falcom Corporation,Nihon Falcom Corporation,7.3,0.06,0.0,0.06,0.0,0.0,2010-07-29,,0.06,2010.0
Brave: A Warrior's Tale,X360,Action,SouthPeak Interactive,Collision Studios,4.4,0.06,0.05,0.0,0.01,0.0,2009-08-04,,0.060000000000000005,2009.0
Gegege no Kitarou: Youkai Daigekisen,DS,Action,Namco Bandai,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2008-07-10,,0.06,2008.0
G-Police: Weapons of Justice,PS,Action,Sony Computer Entertainment,Psygnosis,7.3,0.06,0.03,0.0,0.02,0.0,1999-09-24,,0.05,1999.0
Azure Striker Gunvolt: Striker Pack,NS,Action,Nighthawk Interactive,Inti Creates,7.3,0.06,0.03,0.01,0.01,0.0,2017-11-21,2018-01-11,0.05,2017.0
Crazy Chicken Tales,Wii,Action,Conspiracy Entertainment,Conspiracy Entertainment Corporation,7.3,0.06,0.06,0.0,0.0,0.0,2009-12-01,,0.06,2009.0
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,Action,Namco Bandai,Bec,7.3,0.06,0.0,0.06,0.0,0.0,2010-05-20,,0.06,2010.0
Famicom Mini: Balloon Fight,GBA,Action,Nintendo,Nintendo,7.3,0.06,0.0,0.06,0.0,0.0,2004-05-21,,0.06,2004.0
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,Action,Namco Bandai,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2008-02-28,2018-04-21,0.06,2008.0
Fatal Frame,XB,Action,Tecmo,Tecmo,7.9,0.06,0.04,0.0,0.01,0.0,2002-11-22,,0.05,2002.0
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,Action,Konami,Konami,7.3,0.06,0.0,0.06,0.0,0.0,1991-12-01,,0.06,1991.0
X-Men: Destiny,DS,Action,Activision,Other Ocean Interactive,2.0,0.06,0.05,0.0,0.01,0.0,2011-09-27,,0.060000000000000005,2011.0
Nights of Azure 2: Bride of the New Moon,NS,Action,Tecmo Koei,Gust,7.3,0.06,0.02,0.01,0.02,0.0,2017-10-24,2018-09-06,0.05,2017.0
Di-Gata Defenders,DS,Role-Playing,Game Factory,Mystic Software,7.3,0.06,0.06,0.0,0.0,0.0,2008-09-22,,0.06,2008.0
Atelier Iris 2: The Azoth Of Destiny,PS2,Role-Playing,NIS America,Gust,6.8,0.06,0.03,0.0,0.02,0.01,2006-04-25,,0.060000000000000005,2006.0
From The Abyss,DS,Role-Playing,Aksys Games,Sonic Powered,7.3,0.06,0.06,0.0,0.0,0.0,2008-08-26,,0.06,2008.0
Wasteland 2,XOne,Role-Playing,Deep Silver,InXile Entertainment,7.3,0.06,0.05,0.0,0.01,0.01,2015-10-13,,0.07,2015.0
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,Role-Playing,Idea Factory,Compile Heart,7.3,0.06,0.02,0.02,0.01,0.01,2016-09-13,2018-09-22,0.060000000000000005,2016.0
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,Role-Playing,Namco Bandai Games,Inti Creates,7.3,0.06,0.0,0.06,0.0,0.0,2014-04-10,2019-01-03,0.06,2014.0
Zill O'll Infinite Plus,PSP,Role-Playing,KOEI,Koei,7.3,0.06,0.0,0.06,0.0,0.0,2009-01-22,,0.06,2009.0
Battle Chasers: Nightwar,PS4,Role-Playing,THQ Nordic,Airship Syndicate,7.3,0.06,0.03,0.0,0.02,0.01,2017-10-03,2018-09-22,0.060000000000000005,2017.0
Stranger of Sword City,PSV,Role-Playing,NIS America,Experience Inc.,7.3,0.06,0.04,0.0,0.01,0.02,2016-04-26,2018-01-06,0.07,2016.0
Mega Man Battle Network 5: Double Team DS (US sales),DS,Role-Playing,Capcom,Capcom,7.3,0.06,0.06,0.0,0.0,0.0,2005-11-01,,0.06,2005.0
Sword Art Online: Game Director's Edition,PS4,Role-Playing,Namco Bandai Games,Namco Bandai Games,7.3,0.06,0.0,0.06,0.0,0.0,2015-11-19,2018-09-17,0.06,2015.0
Summon Night 2,DS,Role-Playing,Bandai,Flight-Plan,7.3,0.06,0.0,0.06,0.0,0.0,2008-08-07,,0.06,2008.0
Warriors of the Lost Empire,PSP,Role-Playing,UFO Interactive,Goshow,7.3,0.06,0.05,0.0,0.0,0.0,2007-12-13,,0.05,2007.0
Omega Labyrinth,PSV,Role-Playing,D3Publisher,Matrix Software,7.3,0.06,0.0,0.06,0.0,0.0,2015-11-19,2018-09-22,0.06,2015.0
Lord of Magna: Maiden Heaven,3DS,Role-Playing,Xseed Games,Marvelous,7.0,0.06,0.0,0.06,0.0,0.0,2015-06-02,2019-01-03,0.06,2015.0
Atelier Meruru Plus: The Apprentice of Arland,PSV,Role-Playing,Gust,Gust,7.3,0.06,0.0,0.06,0.0,0.0,2013-03-20,2018-12-29,0.06,2013.0
Nicola Kanshuu: Model * Oshare Audition 2,3DS,Action,Alchemist,Alchemist,7.3,0.06,0.0,0.06,0.0,0.0,2011-11-03,,0.06,2011.0
Cold Fear,XB,Action,Ubisoft,Darkworks,7.3,0.06,0.05,0.0,0.01,0.0,2005-03-15,,0.060000000000000005,2005.0
Cartoon Network: Battle Crashers,3DS,Action,GameMill Entertainment,Magic Pockets,3.5,0.06,0.04,0.0,0.01,0.01,2016-11-08,2020-09-25,0.060000000000000005,2016.0
Mobile Suit Gundam 00: Gundam Meisters,PS2,Action,Namco Bandai,Yuke's Future Media Creators,7.3,0.06,0.0,0.06,0.0,0.0,2008-10-16,,0.06,2008.0
Alien Syndrome,Wii,Role-Playing,Sega,Totally Games,5.2,0.06,0.05,0.0,0.0,0.0,2007-07-24,,0.05,2007.0
EverQuest II: Destiny of Velious,PC,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,7.3,0.06,0.06,0.0,0.0,0.01,2011-02-22,,0.06999999999999999,2011.0
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,Role-Playing,Tecmo Koei,Gust,7.3,0.06,0.03,0.03,0.0,0.01,2018-03-27,2018-02-10,0.06999999999999999,2018.0
Crimson Gem Saga,PSP,Role-Playing,Atlus,"IronNos Co., Ltd.",7.3,0.06,0.06,0.0,0.0,0.0,2009-05-26,,0.06,2009.0
IL-2 Sturmovik: Birds of Prey,DS,Simulation,505 Games,Gaijin Entertainment,5.0,0.06,0.06,0.0,0.0,0.0,2009-09-08,,0.06,2009.0
Desert Strike Advance,GBA,Simulation,Electronic Arts,BudCat Creations,6.8,0.06,0.05,0.0,0.02,0.0,2002-05-08,,0.07,2002.0
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,Simulation,Konami,Konami,7.3,0.06,0.0,0.06,0.0,0.0,2000-12-07,,0.06,2000.0
My Pet Shop,DS,Simulation,Taito,Taito Corporation,7.3,0.06,0.06,0.0,0.0,0.0,2009-03-09,,0.06,2009.0
The Sims 4: Get Famous,PC,Simulation,Electronic Arts,Maxis,7.3,0.06,0.0,0.0,0.06,0.0,2018-11-16,2018-10-31,0.06,2018.0
Kabuki Warriors,XB,Action,Crave Entertainment,Light Weight,1.0,0.06,0.05,0.0,0.01,0.0,2001-11-19,,0.060000000000000005,2001.0
Fist of the North Star: Ken's Rage 2,X360,Action,Tecmo Koei,Koei,7.3,0.06,0.03,0.02,0.01,0.0,2013-02-05,2019-01-03,0.060000000000000005,2013.0
Batman: Rise of Sin Tzu,GC,Action,Ubisoft,Ubisoft Montreal,7.3,0.06,0.05,0.0,0.01,0.0,2003-11-11,,0.060000000000000005,2003.0
Lost Kingdoms II,GC,Role-Playing,Activision,From Software,6.6,0.06,0.04,0.0,0.01,0.0,2003-05-21,,0.05,2003.0
Blade Dancer: Lineage of Light,PSP,Role-Playing,Nippon Ichi Software,Hit Maker,7.3,0.06,0.05,0.0,0.0,0.0,2006-07-18,,0.05,2006.0
Kaite Shabette Hajimeyou! Monster Farm DS,DS,Role-Playing,Tecmo,Tecmo,7.3,0.06,0.0,0.06,0.0,0.0,2007-07-12,,0.06,2007.0
Tokyo Ghoul: Jail,PSV,Role-Playing,Namco Bandai Games,Bandai Namco Games,7.3,0.06,0.0,0.06,0.0,0.0,2015-10-01,2018-09-22,0.06,2015.0
Nendoroid Generation,PSP,Role-Playing,Namco Bandai Games,Namco Bandai Games,7.3,0.06,0.0,0.06,0.0,0.0,2012-02-23,2019-01-03,0.06,2012.0
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,Role-Playing,Marvelous Interactive,Marvelous Interactive,7.3,0.06,0.0,0.06,0.0,0.0,2010-04-29,,0.06,2010.0
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,Role-Playing,Square Enix,High Horse Entertainment,7.3,0.06,0.0,0.06,0.0,0.0,2008-10-30,,0.06,2008.0
Sacred 2: Fallen Angel,PC,Role-Playing,CDV Software Entertainment,Ascaron Entertainment,7.3,0.06,0.0,0.0,0.05,0.01,2008-11-11,,0.060000000000000005,2008.0
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,Role-Playing,Activision,Nihon Falcom Corporation,7.3,0.06,0.0,0.06,0.0,0.0,2007-06-19,,0.06,2007.0
Izuna 2: The Unemployed Ninja Returns,DS,Role-Playing,Atlus,Ninja Studio,6.9,0.06,0.05,0.0,0.0,0.0,2008-07-22,,0.05,2008.0
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,Role-Playing,Atlus,Atlus Co.,7.3,0.06,0.0,0.06,0.0,0.0,2010-04-22,,0.06,2010.0
Zone of the Enders: The Fist of Mars,GBA,Role-Playing,Konami,WinkySoft,7.3,0.06,0.04,0.0,0.02,0.0,2002-03-03,,0.06,2002.0
Senritsu no Stratus,PSP,Role-Playing,Konami,Nude Maker,7.3,0.06,0.0,0.06,0.0,0.0,2011-10-27,,0.06,2011.0
Record of Lodoss War: Eiyuu Sensou,SCD,Role-Playing,Sega,Sega,7.3,0.06,0.0,0.06,0.0,0.0,1994-05-20,,0.06,1994.0
Etrian Mystery Dungeon 2,3DS,Role-Playing,Atlus,Atlus,7.3,0.06,0.0,0.06,0.0,0.0,2017-08-31,2018-01-14,0.06,2017.0
Tsugunai: Atonement,PS2,Role-Playing,Atlus,Cattle Call,7.3,0.06,0.02,0.02,0.01,0.0,2001-11-29,,0.05,2001.0
The Legend of Heroes: Ao no Kiseki,PSV,Role-Playing,Nihon Falcom Corporation,Nihon Falcom Corporation,7.3,0.06,0.0,0.06,0.0,0.0,2014-06-12,2018-12-29,0.06,2014.0
Kiniro no Corda 2,PS2,Role-Playing,KOEI,Koei,7.3,0.06,0.0,0.06,0.0,0.0,2007-03-15,,0.06,2007.0
Sunrise Eiyuutan R,PS2,Role-Playing,Sunrise Interactive,Atelier-Sai,7.3,0.06,0.0,0.06,0.0,0.0,2000-11-22,,0.06,2000.0
