Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,total_sales_computed,release_year
Cube Creator DX,3DS,Adventure,Arc System Works,Big John Games,7.3,0.04,0.0,0.04,0.0,0.0,2017-04-27,2019-01-20,0.04,2017.0
Here They Lie,PS4,Adventure,Sony Interactive Entertainment,Tangentlemen,7.3,0.04,0.0,0.0,0.03,0.01,2016-10-13,2018-09-24,0.04,2016.0
JASF: Jane's Advanced Strike Fighters,PC,Simulation,Unknown,Trickstar Games,7.3,0.04,0.02,0.0,0.01,0.0,2011-10-18,,0.03,2011.0
A Ressha de Ikou DS,DS,Simulation,ArtDink,ArtDink,7.3,0.04,0.0,0.04,0.0,0.0,2009-04-23,,0.04,2009.0
J-League Pro Striker 2,GEN,Sports,Sega,Sega,7.3,0.04,0.0,0.04,0.0,0.0,1994-07-15,,0.04,1994.0
Power Play Pool,DS,Sports,Conspiracy Entertainment,System 3,7.3,0.04,0.03,0.0,0.0,0.0,2007-10-26,,0.03,2007.0
Tennis World Tour,XOne,Sports,Bigben Interactive,Breakpoint Studio,7.3,0.04,0.03,0.0,0.0,0.0,2018-05-22,2018-09-26,0.03,2018.0
Surf's Up,PS3,Sports,Ubisoft,Ubisoft Montreal,7.3,0.04,0.03,0.0,0.0,0.0,2007-05-30,,0.03,2007.0
Shaun the Sheep,DS,Adventure,D3 Publisher,Art,7.3,0.04,0.04,0.0,0.0,0.0,2008-09-23,,0.04,2008.0
Zero Escape The Nonary Games,PS4,Adventure,Aksys Games,Spike Chunsoft,7.3,0.04,0.03,0.01,0.0,0.01,2017-03-24,2018-09-19,0.05,2017.0
D.C.F.S.: Da Capo Four Seasons,PS2,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.3,0.04,0.0,0.04,0.0,0.0,2005-12-15,,0.04,2005.0
Hanayori Danshi: Koi Seyo Onago,DS,Adventure,Konami,Konami,7.3,0.04,0.0,0.04,0.0,0.0,2008-07-10,,0.04,2008.0
SD Gundam Force: Showdown!,PS2,Shooter,Bandai,Tom Create,7.3,0.04,0.02,0.0,0.01,0.0,2004-10-11,,0.03,2004.0
RLH: Run Like Hell,XB,Shooter,Interplay,Digital Mayhem,7.3,0.04,0.03,0.0,0.01,0.0,2003-04-09,,0.04,2003.0
Black Clover: Quartet Knights,PS4,Shooter,Bandai Namco Entertainment,Ilinx,7.3,0.04,0.02,0.01,0.0,0.0,2018-09-14,2018-09-26,0.03,2018.0
Danganronpa Another Episode: Ultra Despair Girls,PS4,Shooter,NIS America,Spike Chunsoft,7.3,0.04,0.03,0.01,0.0,0.01,2017-06-27,2018-01-03,0.05,2017.0
Brothers In Arms DS,DS,Shooter,Ubisoft,Gearbox Software,7.3,0.04,0.03,0.0,0.0,0.0,2007-06-21,,0.03,2007.0
Shadow Warrior (2013),XOne,Shooter,Devolver Digital,Flying Wild Hog,7.3,0.04,0.0,0.0,0.04,0.0,2014-10-21,2018-11-16,0.04,2014.0
Dead Alliance,XOne,Shooter,Maximum Games,IllFonic,7.3,0.04,0.03,0.0,0.0,0.0,2017-08-29,2018-09-17,0.03,2017.0
Crypt Killer,PS,Shooter,Konami,Konami Computer Entertainment Tokyo,7.3,0.04,0.02,0.0,0.01,0.0,1997-02-28,,0.03,1997.0
Resident Evil: Operation Raccoon City,PC,Shooter,Capcom,Slant Six Games,7.3,0.04,0.0,0.0,0.03,0.0,2012-05-18,,0.03,2012.0
PO'ed,PS,Shooter,Accolade,Any Channel,7.3,0.04,0.02,0.0,0.01,0.0,1997-11-17,,0.03,1997.0
Operation Warcade,PS4,Shooter,Perpetual,Ivanovich Games,7.3,0.04,0.03,0.0,0.0,0.01,2018-09-04,2018-08-24,0.04,2018.0
Greg Hastings' Tournament Paintball Max'd,DS,Shooter,Activision,Nightlight Studios,7.3,0.04,0.03,0.0,0.0,0.0,2006-01-31,,0.03,2006.0
Little Red Riding Hood's Zombie BBQ,DS,Shooter,Destineer,EnjoyUp Games,7.3,0.04,0.03,0.0,0.0,0.0,2008-11-06,,0.03,2008.0
Bionicle Heroes,Wii,Shooter,Eidos Interactive,Traveller's Tales,4.7,0.04,0.03,0.0,0.0,0.0,2007-04-24,,0.03,2007.0
Halo: Combat Evolved,PC,Shooter,Microsoft Game Studios,Gearbox Software,8.6,0.04,0.02,0.0,0.02,0.0,2003-09-30,,0.04,2003.0
Monster Force,GBA,Shooter,Universal Interactive,Digital Eclipse,7.3,0.04,0.03,0.0,0.01,0.0,2002-09-29,,0.04,2002.0
Novastorm,PS,Shooter,Psygnosis,Psygnosis,7.3,0.04,0.02,0.0,0.02,0.0,1995-10-01,,0.04,1995.0
Star X,GBA,Shooter,BAM! Entertainment,Graphic State,7.3,0.04,0.03,0.0,0.01,0.0,2002-04-17,,0.04,2002.0
Deer Hunter Reloaded,XOne,Shooter,GameMill Entertainment,GameMill,7.3,0.04,0.04,0.0,0.0,0.0,2017-10-24,,0.04,2017.0
Espgaluda II Black Label,X360,Shooter,Cave,Cave,7.3,0.04,0.0,0.04,0.0,0.0,2010-02-25,,0.04,2010.0
Resident Evil: Umbrella Corps,PS4,Shooter,Capcom,Capcom,7.3,0.04,0.0,0.04,0.0,0.0,2016-06-21,2018-09-04,0.04,2016.0
Painkiller: Hell Wars,XB,Shooter,DreamCatcher Interactive,People Can Fly,7.3,0.04,0.03,0.0,0.01,0.0,2006-07-24,,0.04,2006.0
Enemy Front,X360,Shooter,City Interactive,City Interactive,7.3,0.04,0.02,0.0,0.03,0.0,2014-06-10,2019-01-03,0.05,2014.0
Operation Flashpoint: Elite,XB,Shooter,Codemasters,Bohemia Interactive,7.3,0.04,0.03,0.0,0.01,0.0,2005-11-08,,0.04,2005.0
Conflict: Desert Storm II - Back to Bagdhad,GC,Shooter,Gotham Games,Pivotal Games,6.9,0.04,0.03,0.0,0.01,0.0,2004-01-07,,0.04,2004.0
Castle of Shikigami III,Wii,Shooter,Aksys Games,Alfa System,7.2,0.04,0.04,0.0,0.0,0.0,2008-05-13,,0.04,2008.0
SWAT: Target Liberty,PSP,Shooter,Sierra Entertainment,3G Studios,7.3,0.04,0.03,0.0,0.0,0.0,2007-10-16,,0.03,2007.0
Twin Strike: Operation Thunder,Wii,Shooter,Zoo Games,NA.P.S. Team SNC,7.3,0.04,0.04,0.0,0.0,0.0,2008-10-28,,0.04,2008.0
Dead Alliance,PS4,Shooter,Maximum Games,IllFonic,7.3,0.04,0.04,0.0,0.0,0.01,2017-08-29,2018-09-17,0.05,2017.0
Wolfenstein,PC,Shooter,Activision,Raven Software,6.5,0.04,0.01,0.0,0.03,0.01,2009-08-18,,0.05,2009.0
Deer Hunter Reloaded,PS4,Shooter,GameMill Entertainment,GameMill,7.3,0.04,0.04,0.0,0.0,0.01,2017-10-24,,0.05,2017.0
WarJetz,PS2,Shooter,3DO,3DO,7.3,0.04,0.02,0.0,0.02,0.01,2001-06-27,,0.05,2001.0
Winning Post 7 2012,PSP,Sports,Tecmo Koei,Koei Tecmo Games,7.3,0.04,0.0,0.04,0.0,0.0,2012-03-15,2018-12-21,0.04,2012.0
Tiger Woods PGA Tour Golf,GBA,Sports,"Destination Software, Inc",Rebellion Developments,7.3,0.04,0.03,0.0,0.01,0.0,2002-05-29,,0.04,2002.0
NHL Blades of Steel 2000,PS,Sports,Konami,Konami,7.3,0.04,0.02,0.0,0.01,0.0,2000-02-01,,0.03,2000.0
Secret Files 2: Puritas Cordis,PC,Adventure,Deep Silver,Fusionsphere Systems / Animation Arts,7.3,0.04,0.0,0.0,0.03,0.0,2009-05-08,,0.03,2009.0
Harukanaru Toki no Naka de: Maihitoyo,PS2,Adventure,KOEI,Koei,7.3,0.04,0.0,0.04,0.0,0.0,2006-09-21,,0.04,2006.0
Hakuouki: Zuisouroku DS,DS,Adventure,Idea Factory,Idea Factory,7.3,0.04,0.0,0.04,0.0,0.0,2011-02-17,,0.04,2011.0
Rugby 08,PS2,Sports,Electronic Arts,EA Canada,7.3,0.04,0.02,0.0,0.01,0.0,2007-07-17,,0.03,2007.0
FIFA 19,PS3,Sports,Electronic Arts,EA Sports,7.3,0.04,0.0,0.0,0.03,0.01,2018-09-28,2018-09-12,0.04,2018.0
WSC Real 11: World Snooker Championship,X360,Sports,Koch Media,Dark Energy Digital,7.3,0.04,0.0,0.0,0.03,0.0,2011-04-15,,0.03,2011.0
Don Bradman Cricket 14,XOne,Sports,Tru Blu Entertainment,Big Ant Studios,7.3,0.04,0.0,0.0,0.04,0.0,2015-04-01,,0.04,2015.0
Jikkyou World Soccer 2002,PS2,Sports,Konami,Konami,7.3,0.04,0.0,0.04,0.0,0.0,2002-05-16,,0.04,2002.0
8 to Glory: The Official Game of the PBR,PS4,Sports,THQ Nordic,Three Gates,7.3,0.04,0.03,0.0,0.0,0.01,2018-10-30,2018-09-30,0.04,2018.0
North American Hunting Extravaganza 2,Wii,Sports,Destineer,Arcade Moon,7.3,0.04,0.03,0.0,0.0,0.0,2010-10-12,,0.03,2010.0
Mat Hoffman's Pro BMX 2,GC,Sports,Activision,Rainbow Studios,7.3,0.04,0.03,0.0,0.01,0.0,2002-10-08,,0.04,2002.0
Free Running,Wii,Sports,Graffiti,Core Design Ltd.,7.3,0.04,0.02,0.0,0.02,0.0,2010-04-27,,0.04,2010.0
NHL Hitz Pro,GC,Sports,Midway Games,Next Level Games,7.3,0.04,0.03,0.0,0.01,0.0,2003-09-25,,0.04,2003.0
Winning Post World 8,PSV,Sports,Tecmo Koei,Koei Tecmo Games,7.3,0.04,0.0,0.04,0.0,0.0,2014-03-27,2019-01-05,0.04,2014.0
Tour de France 2014,PS4,Sports,Focus Home Interactive,Cyanide Studio,7.3,0.04,0.0,0.0,0.03,0.01,2014-06-20,2018-12-30,0.04,2014.0
Runaway: A Twist of Fate,PC,Adventure,Focus Home Interactive,Pendulo Studios,7.3,0.04,0.0,0.0,0.04,0.01,2009-11-18,,0.05,2009.0
Mike Tyson Boxing,GBA,Sports,Ubisoft,Virtuacraft,7.3,0.04,0.03,0.0,0.01,0.0,2002-03-06,,0.04,2002.0
Fisherman's Challenge,PS2,Sports,Konami,Konami,7.3,0.04,0.02,0.0,0.02,0.01,2003-01-19,,0.05,2003.0
Super Black Bass Fishing,DS,Sports,Majesco,Starfish,7.3,0.04,0.04,0.0,0.0,0.0,2006-03-28,,0.04,2006.0
Virtua Tennis 4,PC,Sports,Sega,Sega,7.3,0.04,0.0,0.0,0.03,0.01,2011-06-24,,0.04,2011.0
Mutant Football League: Dynasty Edition,XOne,Sports,Nighthawk Interactive,Digital Dreams,7.3,0.04,0.03,0.0,0.0,0.0,2018-10-30,2018-11-08,0.03,2018.0
The Hustle: Detroit Streets,PS2,Sports,Activision,Blade Interactive,7.3,0.04,0.02,0.0,0.02,0.01,2006-04-26,,0.05,2006.0
Crushed Baseball,GBA,Sports,Summitsoft,Griptonite Games,7.3,0.04,0.03,0.0,0.01,0.0,2004-09-06,,0.04,2004.0
Yourself Fitness,PS2,Sports,responDESIGN,"responDESIGN, Inc.",7.3,0.04,0.02,0.0,0.02,0.01,2005-02-02,,0.05,2005.0
FIFA Street 2,DS,Sports,EA Sports BIG,EA Canada,7.3,0.04,0.04,0.0,0.0,0.0,2006-02-28,,0.04,2006.0
R.B.I. Baseball 2016,PS4,Sports,MLB.com,MLB.com,7.3,0.04,0.04,0.0,0.0,0.01,2016-04-05,2018-06-27,0.05,2016.0
Riding Stables: The Whitakers present Milton and Friends,3DS,Sports,DTP Entertainment,Koch Media,7.3,0.04,0.0,0.0,0.04,0.0,2011-10-28,,0.04,2011.0
Jerry Rice and Nitus' Dog Football,Wii,Sports,Tommo,Judo Baby,7.0,0.04,0.04,0.0,0.0,0.0,2011-08-16,,0.04,2011.0
Strike Force Bowling,XB,Sports,Crave Entertainment,Lab Rats Games,7.3,0.04,0.03,0.0,0.01,0.0,2004-05-10,,0.04,2004.0
Jonah Lomu Rugby Challenge,PC,Sports,Sidhe Interactive,Sidhe Interactive,7.3,0.04,0.0,0.0,0.04,0.01,2011-10-13,,0.05,2011.0
Virtua Tennis 3,X360,Sports,Sega,Sumo Digital,7.3,0.04,0.03,0.0,0.01,0.0,2007-03-20,,0.04,2007.0
Rapala Trophies,PSP,Sports,Activision,Sand Grain Studios,7.3,0.04,0.04,0.0,0.0,0.0,2006-09-01,,0.04,2006.0
Outlaw Volleyball Remixed,PS2,Sports,Global Star Software,Hypnotix,7.3,0.04,0.02,0.0,0.01,0.0,2005-05-17,,0.03,2005.0
Stoked: Big Air Edition,X360,Sports,Destineer,Bongfish GmbH,8.6,0.04,0.02,0.0,0.02,0.0,2009-11-23,,0.04,2009.0
Stadium Games,GBA,Sports,Ignition Entertainment,Awesome Developments,7.3,0.04,0.03,0.0,0.01,0.0,2004-11-03,,0.04,2004.0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,Sports,Enix,Enix,7.3,0.04,0.0,0.04,0.0,0.0,2002-05-23,,0.04,2002.0
Summer Challenge: Athletics Tournament,PS3,Sports,PQube,DTP Entertainment,7.3,0.04,0.0,0.0,0.03,0.01,2011-09-02,,0.04,2011.0
Without Warning,PS2,Shooter,Capcom,CiRCLE Studio,7.3,0.04,0.02,0.0,0.01,0.0,2005-11-01,,0.03,2005.0
Winning Post World 2010,PS3,Sports,KOEI,Koei,7.3,0.04,0.0,0.04,0.0,0.0,2010-04-02,,0.04,2010.0
The King of Fighters 2002: Unlimited Match,PS2,Fighting,SNK Playmore,SNK Playmore Corporation,7.3,0.04,0.0,0.04,0.0,0.0,2009-02-26,,0.04,2009.0
Art of Fighting Anthology,PS2,Fighting,SNK Playmore,SNK Playmore Corporation,7.3,0.04,0.02,0.0,0.02,0.01,2007-05-17,,0.05,2007.0
Guilty Gear XX Accent Core,PS2,Fighting,Aksys Games,Arc System Works,7.3,0.04,0.0,0.04,0.0,0.0,2007-09-11,,0.04,2007.0
Hajime no Ippo: The Fighting! (2014),PS3,Sports,Namco Bandai Games,Namco Bandai Games,7.3,0.04,0.0,0.04,0.0,0.0,2014-12-11,,0.04,2014.0
Evolution Skateboarding,GC,Sports,Konami,Konami Computer Entertainment Osaka,4.8,0.04,0.03,0.0,0.01,0.0,2002-11-17,,0.04,2002.0
Nike+ Kinect Training,X360,Sports,Microsoft Studios,Sumo Digital,7.3,0.04,0.02,0.0,0.01,0.0,2012-10-30,2018-09-29,0.03,2012.0
Doom II,GBA,Shooter,Activision,Torus Games,8.1,0.04,0.03,0.0,0.01,0.0,2002-10-28,,0.04,2002.0
Prey,PC,Shooter,2K Games,Human Head Studios,8.5,0.04,0.0,0.0,0.04,0.0,2006-07-11,,0.04,2006.0
Metal Slug XX,PSP,Shooter,Atlus,SNK Playmore Corporation,6.9,0.04,0.03,0.0,0.0,0.01,2010-02-23,,0.04,2010.0
Chicken Blaster,DS,Shooter,Zoo Games,FrontLine Studios,7.3,0.04,0.04,0.0,0.0,0.0,2009-09-15,,0.04,2009.0
Point Blank 2,PS,Shooter,Namco,TOSE,7.3,0.04,0.02,0.0,0.02,0.0,1999-04-30,,0.04,1999.0
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,Shooter,Sega,M2,7.3,0.04,0.0,0.04,0.0,0.0,2008-09-11,,0.04,2008.0
Tom Clancy's Ghost Recon Wildlands,PC,Shooter,Ubisoft,Ubisoft Paris,7.4,0.04,0.0,0.0,0.04,0.0,2017-03-07,2018-04-01,0.04,2017.0
C.O.R.E.,DS,Shooter,Graffiti,NoWay Studio,4.4,0.04,0.03,0.0,0.0,0.0,2009-08-11,,0.03,2009.0
R.B.I. Baseball 2017,PS4,Sports,MLB.com,MLB.com,7.3,0.04,0.03,0.0,0.0,0.01,2017-03-28,2018-06-25,0.04,2017.0
The King of Fighters 2000,PS2,Fighting,Playmore,Playmore Corporation,7.3,0.04,0.0,0.04,0.0,0.0,2002-11-28,,0.04,2002.0
Outlaw Tennis,XB,Sports,Global Star Software,Hypnotix,7.3,0.04,0.03,0.0,0.01,0.0,2005-07-26,,0.04,2005.0
MLB 15: The Show,PSV,Sports,Sony Computer Entertainment America,SCE San Diego Studio,7.3,0.04,0.03,0.0,0.0,0.01,2015-03-31,2018-05-01,0.04,2015.0
World Series Baseball,SAT,Sports,Sega,Sega,7.3,0.04,0.0,0.04,0.0,0.0,1995-01-01,,0.04,1995.0
FIFA Soccer 2003 (weekly jp sales),PS2,Sports,EA Sports,EA Canada,7.3,0.04,0.0,0.04,0.0,0.0,2002-11-14,,0.04,2002.0
High Heat Baseball 2002,PS,Sports,3DO,3DO,7.3,0.04,0.02,0.0,0.02,0.0,2001-03-14,,0.04,2001.0
Greg Hastings Paintball 2,PS3,Shooter,Majesco,Super X Studios,7.3,0.04,0.03,0.0,0.0,0.0,2010-09-14,,0.03,2010.0
SPRay,Wii,Action,Tecmo,EKO System,7.3,0.04,0.04,0.0,0.0,0.0,2008-12-03,,0.04,2008.0
Red Ninja: End of Honor,PS2,Action,VU Games,Tranji,7.3,0.04,0.02,0.0,0.02,0.01,2005-03-30,,0.05,2005.0
Naruto Shippuuden: Shinobi Retsuden III,DS,Action,Takara Tomy,Takara Tomy,7.3,0.04,0.0,0.04,0.0,0.0,2009-04-29,,0.04,2009.0
Spy Fiction,PS2,Action,Sammy Corporation,Access Games,7.3,0.04,0.02,0.0,0.02,0.01,2004-08-31,,0.05,2004.0
Mafia,PC,Action,Gathering of Developers,Illusion Softworks,9.2,0.04,0.0,0.0,0.04,0.0,2002-08-28,,0.04,2002.0
Monster High: New Ghoul in School,PS3,Action,Little Orbit,Torus Games,7.3,0.04,0.0,0.0,0.04,0.01,2015-10-27,2019-01-19,0.05,2015.0
Minna de Wai Wai! Spelunker,NS,Action,Square Enix,Square Enix,7.3,0.04,0.0,0.04,0.0,0.0,2017-04-20,2018-02-04,0.04,2017.0
Candace Kane's Candy Factory,DS,Action,Destineer,Destineer,7.3,0.04,0.04,0.0,0.0,0.0,2008-12-22,,0.04,2008.0
Backyard Baseball '09,Wii,Sports,Atari,Humongous Entertainment,7.3,0.04,0.04,0.0,0.0,0.0,2008-06-10,,0.04,2008.0
BlazBlue: Chrono Phantasma Extend,PS3,Fighting,Arc System Works,Arc System Works,7.3,0.04,0.0,0.04,0.0,0.0,2015-06-30,2018-06-03,0.04,2015.0
"Roswell Conspiracies: Aliens, Myths & Legends",PS,Action,Red Storm Entertainment,Red Storm Entertainment,7.3,0.04,0.02,0.0,0.02,0.0,2001-06-14,,0.04,2001.0
San-X Land: Theme Park de Asobou!,DS,Action,MTO,MTO,7.3,0.04,0.0,0.04,0.0,0.0,2006-03-30,,0.04,2006.0
Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,DS,Action,Takara Tomy,Takara Tomy,7.3,0.04,0.0,0.04,0.0,0.0,2008-02-14,,0.04,2008.0
Overcooked,XOne,Action,Sold Out,Ghost Town Games,7.3,0.04,0.04,0.0,0.0,0.0,2016-11-15,2018-06-28,0.04,2016.0
Anima - Gate of Memories,PS4,Action,PQube,Anima Games Studio,7.3,0.04,0.01,0.0,0.02,0.01,2017-03-21,2018-09-19,0.04,2017.0
Aegis of Earth: Protonovus Assault,PSV,Action,Aksys Games,Acquire,7.3,0.04,0.01,0.0,0.02,0.01,2016-03-15,2018-06-15,0.04,2016.0
Disney Planes Fire & Rescue,Wii,Action,Disney Interactive Studios,Little Orbit,7.3,0.04,0.0,0.0,0.04,0.0,2014-11-04,2018-03-31,0.04,2014.0
Disney's Meet the Robinsons,GC,Action,Disney Interactive Studios,Avalanche Software,7.3,0.04,0.03,0.0,0.01,0.0,2007-03-27,,0.04,2007.0
Vikings: Wolves of Midgard,PS4,Action,Kalypso Media,Games Farm,7.3,0.04,0.03,0.0,0.01,0.01,2017-03-28,2018-02-06,0.05,2017.0
Devil May Cry HD Collection,XOne,Action,Capcom,Capcom,7.3,0.04,0.04,0.0,0.0,0.0,2018-03-13,2018-01-29,0.04,2018.0
No Rules: Get Phat,GBA,Action,TDK Mediactive,Flying Tiger Development,7.3,0.04,0.03,0.0,0.01,0.0,2001-11-25,,0.04,2001.0
Trine 2: Director's Cut,WiiU,Platform,Frozenbyte,Frozenbyte,7.8,0.04,0.0,0.0,0.04,0.0,2012-11-18,2018-08-28,0.04,2012.0
Grand Slam,PS,Sports,Virgin Interactive,Burst Studios,7.3,0.04,0.02,0.0,0.02,0.0,1997-04-30,,0.04,1997.0
Rugby Challenge 3,PS4,Sports,Alternative Software,Wicked Witch Software,7.3,0.04,0.0,0.0,0.04,0.01,2016-04-22,2018-04-18,0.05,2016.0
FIFA World Cup Germany 2006,DS,Sports,EA Sports,EA Canada,7.3,0.04,0.03,0.0,0.0,0.0,2006-04-24,,0.03,2006.0
Adidas Power Soccer,PS,Sports,Psygnosis,Shen Studios,7.0,0.04,0.02,0.0,0.01,0.0,1996-08-31,,0.03,1996.0
Jikkyou Powerful Major League,GC,Sports,Konami,PawaPuro Production,7.3,0.04,0.0,0.04,0.0,0.0,2006-05-11,,0.04,2006.0
Tennis World Tour,PS4,Sports,Bigben Interactive,Breakpoint Studio,7.3,0.04,0.03,0.01,0.0,0.01,2018-05-22,2018-09-26,0.05,2018.0
Myth Makers: Trixie in Toyland,Wii,Platform,Conspiracy Entertainment,Data Design Interactive,7.3,0.04,0.04,0.0,0.0,0.0,2008-06-24,,0.04,2008.0
Scaler,XB,Platform,Global Star Software,Artificial Mind & Movement,7.3,0.04,0.03,0.0,0.01,0.0,2004-10-20,,0.04,2004.0
Kung Fu Panda: Showdown of Legendary Legends,PS3,Action,Little Orbit,Little Orbit,7.3,0.04,0.0,0.0,0.03,0.01,2015-12-01,2018-04-09,0.04,2015.0
The Croods: Prehistoric Party!,3DS,Action,D3Publisher,Torus Games Pty. Ltd.,7.3,0.04,0.01,0.0,0.02,0.0,2013-03-19,2018-12-14,0.03,2013.0
Resident Evil 5,XOne,Action,Capcom,Capcom,7.3,0.04,0.04,0.0,0.0,0.0,2016-07-12,2018-09-04,0.04,2016.0
Sengoku BASARA Sanada Yukimura-den,PS3,Action,Capcom,Capcom,7.3,0.04,0.0,0.04,0.0,0.0,2016-08-25,2018-06-03,0.04,2016.0
Igor: The Game,DS,Action,Legacy Interactive,Santa Cruz Games,7.3,0.04,0.04,0.0,0.0,0.0,2008-09-19,,0.04,2008.0
Aegis of Earth: Protonovus Assault,PS4,Action,Aksys Games,Acquire,4.0,0.04,0.03,0.0,0.01,0.01,2016-03-15,2018-06-15,0.05,2016.0
Dead Head Fred,PSP,Action,D3 Publisher,Vicious Cycle,7.6,0.04,0.04,0.0,0.0,0.0,2007-08-28,,0.04,2007.0
Zombi Daisuki,DS,Action,ChunSoft,ChunSoft,7.3,0.04,0.0,0.04,0.0,0.0,2011-01-20,,0.04,2011.0
The Invincible Iron Man,GBA,Action,Activision,Torus Games Pty. Ltd.,6.4,0.04,0.03,0.0,0.01,0.0,2002-12-15,,0.04,2002.0
Maken Shao: Demon Sword,PS2,Action,Midas Interactive Entertainment,Atlus Co.,7.3,0.04,0.0,0.04,0.0,0.0,2003-07-26,,0.04,2003.0
The Tale of Despereaux,Wii,Platform,Brash Entertainment,Sensory Sweep Studios,7.3,0.04,0.04,0.0,0.0,0.0,2008-12-02,,0.04,2008.0
Disney's Donald Duck: Goin' Quackers,GC,Platform,Ubisoft,Ubisoft Montreal,7.3,0.04,0.03,0.0,0.01,0.0,2002-03-25,,0.04,2002.0
Aragami,PS4,Action,Maximum Games,Lince Works,7.3,0.04,0.03,0.0,0.0,0.01,2016-10-11,2018-09-17,0.04,2016.0
The Da Vinci Code,XB,Action,2K Games,Double Helix Games,7.3,0.04,0.03,0.0,0.01,0.0,2006-05-19,,0.04,2006.0
For Honor,PC,Action,Ubisoft,Ubisoft Montreal,7.3,0.04,0.02,0.0,0.02,0.0,2017-02-14,2018-01-09,0.04,2017.0
The Chase: Felix Meets Felicity,DS,Action,Atari,Razorback Developments,7.3,0.04,0.04,0.0,0.0,0.0,2009-01-27,,0.04,2009.0
Gravity Falls: Legend of the Gnome Gemulets,3DS,Action,Ubisoft,Ubisoft,7.3,0.04,0.03,0.0,0.0,0.0,2015-10-20,2018-04-26,0.03,2015.0
Saints Row 2,PC,Action,THQ,Volition Inc.,6.6,0.04,0.0,0.0,0.03,0.01,2009-01-05,2018-04-02,0.04,2009.0
Headhunter: Redemption,PS2,Action,Sega,Amuze,7.3,0.04,0.02,0.0,0.01,0.0,2004-09-21,,0.03,2004.0
Dead Rising 2,XOne,Action,Capcom,Capcom,7.3,0.04,0.03,0.0,0.0,0.0,2016-09-27,,0.03,2016.0
Thomas and Friends: Steaming around Sodor,3DS,Action,Avanquest Software,GSP,7.3,0.04,0.0,0.0,0.04,0.0,2015-10-02,2018-07-30,0.04,2015.0
Astro Boy: The Video Game,PSP,Action,D3 Publisher,iMAGi Studios,7.0,0.04,0.04,0.0,0.0,0.0,2009-10-20,,0.04,2009.0
Toukiden 2,PS3,Action,Tecmo Koei,Omega Force,7.3,0.04,0.0,0.04,0.0,0.0,2016-07-28,2018-06-03,0.04,2016.0
All Points Bulletin,PC,Action,Electronic Arts,Realtime Worlds,7.0,0.04,0.0,0.0,0.03,0.01,2010-06-29,,0.04,2010.0
Tom Clancy's HAWX,PC,Action,Ubisoft,Ubisoft Romania,7.3,0.04,0.0,0.0,0.03,0.01,2009-03-03,,0.04,2009.0
Aikatsu Stars! My Special Appeal,3DS,Action,Bandai Namco Games,Bandai Namco Games,7.3,0.04,0.0,0.04,0.0,0.0,2016-11-24,2018-08-06,0.04,2016.0
Justice League: Chronicles,GBA,Platform,Midway Games,Full Fat,3.5,0.04,0.03,0.0,0.01,0.0,2003-11-12,,0.04,2003.0
Paw Patrol on a Roll,XOne,Platform,Outright Games,Outright Games,7.3,0.04,0.04,0.0,0.0,0.0,2018-10-23,2018-08-07,0.04,2018.0
INSIDE / LIMBO Double Pack,PS4,Platform,505 Games,Playdead,7.3,0.04,0.04,0.0,0.0,0.01,2017-09-12,2018-08-07,0.05,2017.0
Go Go Ackman 3,SNES,Platform,Banpresto,Aspect,7.3,0.04,0.0,0.04,0.0,0.0,1995-12-15,,0.04,1995.0
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,Action,Namco Bandai,Bandai Namco Games,7.3,0.04,0.0,0.04,0.0,0.0,2009-02-19,,0.04,2009.0
Danny Phantom: Urban Jungle,DS,Action,THQ,THQ,7.3,0.04,0.04,0.0,0.0,0.0,2006-09-19,,0.04,2006.0
World Trigger: Borderless Mission,PSV,Action,Namco Bandai Games,ArtDink,7.3,0.04,0.0,0.04,0.0,0.0,2015-09-17,2018-09-22,0.04,2015.0
Assault Rigs,PS,Action,Psygnosis,Psygnosis,7.3,0.04,0.02,0.0,0.02,0.0,1996-02-01,,0.04,1996.0
Warriors Orochi 3,XOne,Action,Tecmo Koei,Omega Force,7.3,0.04,0.01,0.0,0.03,0.0,2014-09-02,2018-06-30,0.04,2014.0
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,3DS,Action,FuRyu Corporation,Unknown,7.3,0.04,0.0,0.04,0.0,0.0,2017-03-02,2018-02-10,0.04,2017.0
Kuroshitsuji: Phantom & Ghost,DS,Action,Square Enix,Square Enix,7.3,0.04,0.0,0.04,0.0,0.0,2009-03-19,,0.04,2009.0
Barbie and Her Sisters Puppy Rescue,Wii,Action,Little Orbit,Little Orbit,7.3,0.04,0.0,0.0,0.03,0.0,2015-11-03,,0.03,2015.0
Sine Mora EX,XOne,Action,THQ Nordic,Digital Reality,7.3,0.04,0.03,0.0,0.0,0.0,2017-08-08,2018-08-15,0.03,2017.0
